
1247, 266	3940
1248, 314	3940
1249, 362	4004
1250, 426	4068
1251, 666	37
1252, 874	101
1253, 954	101
1254, 1002	165
1255, 1130	165
1256, 1290	229
1257, 1434	229
1258, 1562	229
1259, 1626	229
1260, 1802	293
1261, 1914	357
1262, 2026	421
1263, 2170	421
1264, 2314	421
1265, 2458	421
1266, 2602	421
1267, 2682	437
1268, 2778	453
1269, 2874	469
1270, 2986	485
1271, 3098	501
1272, 3434	565
1273, 3530	629
1274, 3706	645
1275, 3882	661
1276, 4058	677
1277, 299	741
1278, 411	805
1279, 571	821
1280, 731	837
1281, 891	853
1282, 1051	869
1283, 1195	885
1284, 1355	901
1285, 1515	917
1286, 1643	917
1287, 1771	917
1288, 1899	917
1289, 2027	917
1290, 2171	917
1291, 2299	917
1292, 2363	997
1293, 2427	997
1294, 2491	997
1295, 2587	997
1296, 2635	1061
1297, 2683	1125
1298, 2779	1189
1299, 2955	1205
1300, 3131	1221
1301, 3339	1237
1302, 3515	1237
1303, 3691	1237
1304, 3819	1301
1305, 3947	1365
1306, 4123	1381
1307, 204	1397
1308, 316	1413
1309, 492	1429
1310, 620	1445
1311, 780	1461
1312, 876	1525
1313, 1004	1525
1314, 1148	1525
1315, 1292	1525
1316, 1500	1525
1317, 1580	1589
1318, 1772	1653
1319, 1900	1669
1320, 2028	1685
1321, 2156	1701
1322, 2268	1717
1323, 2380	1733
1324, 2540	1797
1325, 2636	1797
1326, 2732	1797
1327, 2844	1797
1328, 2940	1797
1329, 3132	1861
1330, 3132	1925
1331, 3244	1941
1332, 3340	1957
1333, 3340	2021
1334, 3532	2037
1335, 3708	2053
1336, 4092	2117
1337, 93	2181
1338, 253	2181
1339, 397	2181
1340, 541	2181
1341, 685	2181
1342, 861	2181
1343, 861	2245
1344, 1213	2261
1345, 1565	2277
1346, 1917	2293
1347, 2253	2309
1348, 2589	2325
1349, 3037	2341
1350, 3485	2357
1351, 3869	2373
1352, 222	2389
1353, 686	2405
1354, 846	2469
1355, 926	2485
1356, 1006	2501
1357, 1086	2517
1358, 1166	2533
1359, 1358	2597
1360, 1422	2597
1361, 1550	2597
1362, 1630	2597
1363, 1710	2597
1364, 1790	2597
1365, 1790	2661
1366, 1966	2677
1367, 2110	2693
1368, 2366	2757
1369, 2510	2821
1370, 2718	2885
1371, 2718	2949
1372, 2974	2965
1373, 3294	2981
1374, 3582	3061
1375, 3614	3125
1376, 3854	3141
1377, 4030	3157
1378, 111	3221
1379, 351	3285
1380, 543	3349
1381, 655	3413
1382, 655	3477
1383, 927	3493
1384, 1199	3509
1385, 1343	3573
1386, 1455	3637
1387, 1599	3701
1388, 1743	3765
1389, 1983	3829
1390, 1983	3893
1391, 2255	3909
1392, 2463	3925
1393, 2607	3989
1394, 2751	4053
1395, 2783	22
1396, 2991	38
1397, 3247	54
1398, 3391	118
1399, 3615	182
1400, 3775	246
1401, 3951	310
1402, 4095	326
1403, 144	342
1404, 288	358
1405, 432	374
1406, 576	390
1407, 704	406
1408, 832	422
1409, 960	438
1410, 1088	454
1411, 1216	470
1412, 1424	534
1413, 1472	534
1414, 1520	534
1415, 1568	534
1416, 1616	534
1417, 1664	534
1418, 1712	534
1419, 1760	534
1420, 1808	534
1421, 1936	598
1422, 1984	598
1423, 2032	598
1424, 2080	598
1425, 2128	598
1426, 2176	598
1427, 2224	598
1428, 2272	598
1429, 2320	598
1430, 2368	662
1431, 2416	662
1432, 2464	662
1433, 2512	662
1434, 2560	662
1435, 2608	662
1436, 2656	662
1437, 2704	662
1438, 2752	662
1439, 2800	726
1440, 2848	726
1441, 2896	726
1442, 2944	726
1443, 2992	726
1444, 3040	726
1445, 3088	726
1446, 3136	726
1447, 3184	726
1448, 3248	790
1449, 3328	790
1450, 3424	790
1451, 3520	790
1452, 3616	790
1453, 3776	790
1454, 3872	790
1455, 3968	790
1456, 4064	790
1457, 65	790
1458, 177	790
1459, 337	790
1460, 433	790
1461, 545	854
1462, 625	854
1463, 721	854
1464, 801	854
1465, 897	854
1466, 977	854
1467, 1073	854
1468, 1137	854
1469, 1233	854
1470, 1313	854
1471, 1409	854
1472, 1489	854
1473, 1585	854
1474, 1665	854
1475, 1761	854
1476, 1841	854
1477, 1937	854
1478, 2097	918
1479, 2177	934
1480, 2257	950
1481, 2353	966
1482, 2449	982
1483, 2545	998
1484, 2641	1014
1485, 2737	1078
1486, 2865	1078
1487, 2881	1142
1488, 2977	1158
1489, 3217	1174
1490, 3345	1190
1491, 3537	1206
1492, 3729	1222
1493, 3857	1286
1494, 4001	1286
1495, 50	1286
1496, 194	1286
1497, 338	1286
1498, 482	1286
1499, 626	1286
1500, 770	1286
1501, 914	1286
1502, 1090	1350
1503, 1170	1350
1504, 1234	1350
1505, 1314	1350
1506, 1394	1350
1507, 1474	1350
1508, 1554	1350
1509, 1634	1350
1510, 1698	1350
1511, 1810	1414
1512, 1906	1430
1513, 2018	1446
1514, 2130	1462
1515, 2242	1478
1516, 2354	1494
1517, 2466	1510
1518, 2562	1574
1519, 2674	1590
1520, 2786	1606
1521, 2898	1622
1522, 3010	1638
1523, 3186	1702
1524, 3378	1702
1525, 3586	1702
1526, 3778	1702
1527, 3986	1702
1528, 99	1702
1529, 307	1702
1530, 515	1702
1531, 723	1702
1532, 931	1766
1533, 1091	1766
1534, 1267	1766
1535, 1427	1766
1536, 1603	1766
1537, 1779	1766
1538, 1955	1766
1539, 2131	1766
1540, 2307	1766
1541, 2467	1862
1542, 2547	1878
1543, 2627	1894
1544, 2707	1910
1545, 2803	1926
1546, 2963	1942
1547, 3123	1942
1548, 3283	1942
1549, 3411	2006
1550, 3523	2006
1551, 3635	2006
1552, 3747	2006
1553, 3859	2006
1554, 3971	2006
1555, 4099	2006
1556, 132	2070
1557, 260	2086
1558, 388	2102
1559, 516	2118
1560, 644	2134
1561, 772	2150
1562, 900	2166
1563, 1028	2182
1564, 1156	2198
1565, 1284	2214
1566, 1412	2230
1567, 1540	2246
1568, 1668	2262
1569, 1796	2278
1570, 1924	2294
1571, 2052	2310
1572, 2180	2326
1573, 2308	2342
1574, 2436	2358
1575, 2564	2374
1576, 2692	2390
1577, 2820	2406
1578, 2996	2470
