
mod src, mod dest, mod amount, mod amt, src mod, transope
0	41	128	4081	0	0
1	41	128	4081	0	0
2	37	768	3075	0	0
3	37	768	3075	0	0
4	50	272	4000	0	0
5	37	768	3905	0	0
6	50	272	4000	0	0
7	37	768	3905	0	0
8	33	128	2916	0	0
9	33	128	501	0	0
10	33	128	1261	0	0
11	37	768	515	0	0
12	208	96	800	0	0
13	2064	96	800	0	0
14	226	832	2545	256	0
15	37	768	515	0	0
16	208	96	800	0	0
17	2064	96	800	0	0
18	226	832	2545	256	0
19	37	768	515	0	0
20	208	96	800	0	0
21	2064	96	800	0	0
22	226	832	2545	256	0
23	37	768	515	0	0
24	208	96	800	0	0
25	2064	96	800	0	0
26	226	832	2545	256	0
27	37	768	515	0	0
28	208	96	800	0	0
29	2064	96	800	0	0
30	226	832	2545	256	0
31	37	768	515	0	0
32	208	96	800	0	0
33	2064	96	800	0	0
34	226	832	2545	256	0
35	37	768	515	0	0
36	208	96	800	0	0
37	2064	96	800	0	0
38	226	832	2545	256	0
39	37	768	515	0	0
40	208	96	800	0	0
41	2064	96	800	0	0
42	226	832	2545	256	0
43	37	768	515	0	0
44	208	96	800	0	0
45	2064	96	800	0	0
46	226	832	2545	256	0
47	37	768	515	0	0
48	208	96	800	0	0
49	2064	96	800	0	0
50	226	832	2545	256	0
51	37	768	515	0	0
52	208	96	800	0	0
53	2064	96	800	0	0
54	226	832	2545	256	0
55	37	768	515	0	0
56	208	96	800	0	0
57	2064	96	800	0	0
58	226	832	2545	256	0
59	37	768	515	0	0
60	37	768	515	0	0
61	37	768	515	0	0
62	37	768	515	0	0
63	37	768	515	0	0
64	37	768	515	0	0
65	37	768	515	0	0
66	37	768	515	0	0
67	37	768	515	0	0
68	37	768	515	0	0
69	37	768	515	0	0
70	37	768	515	0	0
71	37	768	515	0	0
72	37	768	515	0	0
73	37	768	515	0	0
74	37	768	515	0	0
75	37	768	515	0	0
76	37	768	515	0	0
77	37	768	515	0	0
78	33	128	1016	0	0
79	33	128	1016	0	0
80	33	128	1016	0	0
81	33	128	1016	0	0
82	33	128	1016	0	0
83	33	128	4081	0	0
84	33	128	1016	0	0
85	33	128	1016	0	0
86	33	128	1016	0	0
87	33	128	1016	0	0
88	37	544	1178	0	0
89	41	128	2671	0	0
90	37	544	1271	0	0
91	41	128	1451	0	0
92	37	768	1155	0	0
93	33	128	881	0	0
94	33	128	881	0	0
95	33	128	881	0	0
96	33	128	881	0	0
97	33	128	881	0	0
98	33	128	881	0	0
99	37	768	515	0	0
100	37	768	0	0	0
101	37	768	0	0	0
102	37	768	0	0	0
103	37	768	515	0	0
104	37	768	0	0	0
105	37	768	0	0	0
106	37	768	0	0	0
107	37	768	1155	0	0
108	33	128	881	0	0
109	33	128	881	0	0
110	33	128	881	0	0
111	33	128	881	0	0
112	33	128	881	0	0
113	33	128	881	0	0
114	33	128	4081	0	0
115	33	128	4081	0	0
116	33	128	4081	0	0
117	33	128	4081	0	0
118	33	128	4081	0	0
119	33	128	2916	0	0
120	33	128	2916	0	0
121	33	128	2916	0	0
122	33	128	2916	0	0
123	33	128	2916	0	0
124	32	128	2916	0	0
125	33	128	2916	0	0
126	33	128	4081	0	0
127	33	128	4081	0	0
128	33	128	4081	0	0
129	33	128	4081	0	0
130	33	128	4081	0	0
131	33	128	4081	0	0
132	33	128	4081	0	0
133	33	128	4081	0	0
134	33	128	4081	0	0
135	33	128	0	0	0
136	33	128	4081	0	0
137	33	128	4081	0	0
138	33	128	4081	0	0
139	33	128	4081	0	0
140	41	128	366	0	0
141	33	128	0	0	0
142	33	128	4081	0	0
143	37	768	1155	0	0
144	33	128	881	0	0
145	33	128	881	0	0
146	33	128	881	0	0
147	33	128	881	0	0
148	33	128	881	0	0
149	33	128	881	0	0
150	37	768	0	0	0
151	37	768	0	0	0
152	37	768	0	0	0
153	37	768	0	0	0
154	37	768	0	0	0
155	37	768	0	0	0
156	37	768	1155	0	0
157	33	128	881	0	0
158	33	128	881	0	0
159	33	128	881	0	0
160	33	128	881	0	0
161	33	128	881	0	0
162	33	128	881	0	0
163	37	768	0	0	0
164	37	768	0	0	0
165	37	768	0	0	0
166	37	768	0	0	0
167	37	768	0	0	0
168	37	768	0	0	0
169	33	128	4081	0	0
170	33	128	0	0	0
171	41	128	366	0	0
172	33	128	0	0	0
173	41	128	366	0	0
174	33	128	4081	0	0
175	33	128	4081	0	0
176	33	128	4081	0	0
177	41	128	746	0	0
178	41	128	746	0	0
179	37	768	3905	0	0
180	37	768	3905	0	0
181	37	768	3905	0	0
182	37	768	515	0	0
183	37	768	2820	0	0
184	37	768	2820	0	0
185	37	768	2820	0	0
186	37	768	2820	0	0
187	37	768	2820	0	0
188	37	768	2820	0	0
189	37	768	2820	0	0
190	33	128	4081	0	0
191	33	128	4081	0	0
192	33	128	4081	0	0
193	33	128	4081	0	0
194	33	128	4081	0	0
195	33	128	1016	0	0
196	37	768	515	0	0
197	33	128	2671	0	0
198	37	768	515	0	0
199	33	128	4081	0	0
200	33	128	4081	0	0
201	33	128	4081	0	0
202	33	128	4081	0	0
203	37	768	515	0	0
204	37	768	515	0	0
205	37	768	3905	0	0
206	33	128	4081	0	0
207	33	128	4081	0	0
208	33	128	4081	0	0
209	33	128	4081	0	0
210	33	128	2916	0	0
211	33	128	2916	0	0
212	33	128	2916	0	0
213	33	128	2916	0	0
214	33	128	501	0	0
215	33	128	1261	0	0
216	37	768	515	0	0
217	37	768	1155	0	0
218	33	128	881	0	0
219	33	128	881	0	0
220	33	128	881	0	0
221	33	128	881	0	0
222	33	128	881	0	0
223	33	128	881	0	0
224	37	768	1155	0	0
225	33	128	881	0	0
226	33	128	881	0	0
227	33	128	881	0	0
228	33	128	881	0	0
229	33	128	881	0	0
230	33	128	881	0	0
231	41	128	2726	0	0
232	41	128	2726	0	0
233	37	768	1155	0	0
234	33	128	881	0	0
235	33	128	881	0	0
236	33	128	881	0	0
237	33	128	881	0	0
238	33	128	881	0	0
239	33	128	881	0	0
240	33	176	3296	0	0
241	37	768	515	0	0
242	37	768	515	0	0
243	41	128	1396	0	0
244	37	768	515	0	0
245	33	128	4081	0	0
246	33	128	1847	0	0
247	37	768	2820	0	0
248	41	128	4081	0	0
249	33	128	2806	0	0
250	33	128	2806	0	0
251	37	768	515	0	0
252	33	128	4081	0	0
253	37	768	515	0	0
254	33	128	4081	0	0
255	33	128	2806	0	0
256	41	128	1261	0	0
257	33	128	613	0	0
258	33	128	501	0	0
259	41	128	746	0	0
260	33	128	4081	0	0
261	37	768	515	0	0
262	208	96	800	0	0
263	2064	96	800	0	0
264	226	832	2545	256	0
265	37	768	3905	0	0
266	33	128	4081	0	0
267	33	128	4081	0	0
268	41	128	2346	0	0
269	41	128	3946	0	0
270	33	128	501	0	0
271	33	128	2806	0	0
272	33	128	4081	0	0
273	33	128	4081	0	0
274	33	128	4081	0	0
275	33	128	4081	0	0
276	33	128	0	0	0
277	37	768	3905	0	0
278	33	128	2916	0	0
279	33	128	2726	0	0
280	33	128	4081	0	0
281	33	128	4081	0	0
282	37	768	515	0	0
283	37	768	515	0	0
284	37	768	515	0	0
285	37	768	515	0	0
286	33	128	4081	0	0
287	33	128	3296	0	0
288	33	128	4081	0	0
289	37	768	515	0	0
290	41	128	2346	0	0
291	41	128	231	0	0
292	41	128	231	0	0
293	33	128	4081	0	0
294	33	128	4081	0	0
295	33	128	4081	0	0
296	33	128	4081	0	0
297	33	128	4081	0	0
298	37	768	3905	0	0
299	33	128	1396	0	0
300	33	128	0	0	0
301	33	128	3701	0	0
302	33	128	4081	0	0
303	33	128	4081	0	0
304	33	128	4081	0	0
305	37	768	3905	0	0
306	33	128	4081	0	0
307	33	128	4081	0	0
308	33	128	4081	0	0
309	33	128	4081	0	0
310	33	128	501	0	0
311	33	128	4081	0	0
312	33	128	3701	0	0
313	33	128	1586	0	0
314	2432	256	515	0	0
315	2436	240	3010	0	0
316	2420	608	3489	0	0
317	2416	544	1563	0	0
318	2404	144	1730	0	0
319	2388	128	1776	0	0
320	208	96	3551	0	0
321	33	128	4081	0	0
322	33	128	4081	0	0
323	33	128	4081	0	0
324	33	128	4081	0	0
325	33	128	4081	0	0
326	33	128	4081	0	0
327	33	128	4081	0	0
328	33	128	4081	0	0
329	33	128	4081	0	0
330	2416	608	3190	0	0
331	2416	544	642	0	0
332	2384	128	3777	0	0
333	2436	240	801	0	0
334	2432	256	3860	0	0
335	2432	768	624	0	0
336	2400	144	1522	0	0
337	33	128	4081	0	0
338	33	128	4081	0	0
339	33	128	4081	0	0
340	37	768	3905	0	0
341	41	128	366	0	0
342	37	768	515	0	0
343	33	128	4081	0	0
344	37	768	515	0	0
345	33	128	4081	0	0
346	41	128	1776	0	0
347	33	128	0	0	0
348	41	128	746	0	0
349	33	128	4081	0	0
350	33	128	4081	0	0
351	33	128	4081	0	0
352	33	128	4081	0	0
353	41	128	1221	0	0
354	37	768	515	0	0
355	33	128	4081	0	0
356	33	128	4081	0	0
357	33	128	4081	0	0
358	33	128	4081	0	0
359	33	128	4081	0	0
360	33	128	4081	0	0
361	41	128	595	0	0
362	33	128	4081	0	0
363	33	128	4081	0	0
