
3645, 26	31,fd	Gen_VolEnvRelease
3646, 30	c4,ff	Gen_Attenuation
3647, 29	67,0	Gen_Instrument
3648, 2b	0,23	Gen_KeyRange
3649, 2c	42,4f	Gen_VelRange
3650,  8	50,fb	Gen_FilterFc
3651,  b	b0,4	Gen_ModEnv2FilterFc
3652, 16	a8,fc	Gen_ModLFOFreq
3653, 18	a8,fc	Gen_VibLFOFreq
3654, 1c	79,8	Gen_ModEnvDecay
3655, 1e	50,fb	Gen_ModEnvRelease
3656, 20	44,0	Gen_Key2ModEnvDecay
3657, 26	64,fd	Gen_VolEnvRelease
3658, 30	ce,ff	Gen_Attenuation
3659, 29	67,0	Gen_Instrument
3660, 2b	0,23	Gen_KeyRange
3661, 2c	50,5b	Gen_VelRange
3662,  8	f5,fb	Gen_FilterFc
3663,  b	a4,6	Gen_ModEnv2FilterFc
3664, 16	a8,fc	Gen_ModLFOFreq
3665, 18	a8,fc	Gen_VibLFOFreq
3666, 1c	6e,7	Gen_ModEnvDecay
3667, 1e	50,fb	Gen_ModEnvRelease
3668, 20	44,0	Gen_Key2ModEnvDecay
3669, 26	97,fd	Gen_VolEnvRelease
3670, 30	d8,ff	Gen_Attenuation
3671, 29	67,0	Gen_Instrument
3672, 2b	0,23	Gen_KeyRange
3673, 2c	5c,65	Gen_VelRange
3674,  8	8c,fc	Gen_FilterFc
3675,  b	98,8	Gen_ModEnv2FilterFc
3676, 16	a8,fc	Gen_ModLFOFreq
3677, 18	a8,fc	Gen_VibLFOFreq
3678, 1c	32,6	Gen_ModEnvDecay
3679, 1e	50,fb	Gen_ModEnvRelease
3680, 20	44,0	Gen_Key2ModEnvDecay
3681, 26	c7,fd	Gen_VolEnvRelease
3682, 30	e2,ff	Gen_Attenuation
3683, 29	67,0	Gen_Instrument
3684, 2b	0,23	Gen_KeyRange
3685, 2c	66,6e	Gen_VelRange
3686,  8	8c,fc	Gen_FilterFc
3687,  b	f0,a	Gen_ModEnv2FilterFc
3688, 16	a8,fc	Gen_ModLFOFreq
3689, 18	a8,fc	Gen_VibLFOFreq
3690, 1c	32,6	Gen_ModEnvDecay
3691, 1e	50,fb	Gen_ModEnvRelease
3692, 20	44,0	Gen_Key2ModEnvDecay
3693, 26	f7,fd	Gen_VolEnvRelease
3694, 30	ec,ff	Gen_Attenuation
3695, 29	67,0	Gen_Instrument
3696, 2b	0,23	Gen_KeyRange
3697, 2c	6f,77	Gen_VelRange
3698,  8	8c,fc	Gen_FilterFc
3699,  b	ac,d	Gen_ModEnv2FilterFc
3700, 16	a8,fc	Gen_ModLFOFreq
3701, 18	a8,fc	Gen_VibLFOFreq
3702, 1c	32,6	Gen_ModEnvDecay
3703, 1e	50,fb	Gen_ModEnvRelease
3704, 20	44,0	Gen_Key2ModEnvDecay
3705, 26	25,fe	Gen_VolEnvRelease
3706, 30	f6,ff	Gen_Attenuation
3707, 29	67,0	Gen_Instrument
3708, 2b	0,23	Gen_KeyRange
3709, 2c	78,7f	Gen_VelRange
3710,  8	8c,fc	Gen_FilterFc
3711,  b	94,11	Gen_ModEnv2FilterFc
3712, 16	a8,fc	Gen_ModLFOFreq
3713, 18	a8,fc	Gen_VibLFOFreq
3714, 1c	32,6	Gen_ModEnvDecay
3715, 1e	50,fb	Gen_ModEnvRelease
3716, 20	44,0	Gen_Key2ModEnvDecay
3717, 26	68,fe	Gen_VolEnvRelease
3718, 30	0,0	Gen_Attenuation
3719, 29	67,0	Gen_Instrument
3720, 2b	24,32	Gen_KeyRange
3721, 2c	0,31	Gen_VelRange
3722,  8	97,3	Gen_FilterFc
3723,  9	14,0	Gen_FilterQ
3724,  b	58,2	Gen_ModEnv2FilterFc
3725, 16	a8,fc	Gen_ModLFOFreq
3726, 18	a8,fc	Gen_VibLFOFreq
3727, 1c	60,9	Gen_ModEnvDecay
3728, 1e	50,fb	Gen_ModEnvRelease
3729, 20	44,0	Gen_Key2ModEnvDecay
3730, 22	0,0	Gen_VolEnvAttack
3731, 26	16,fd	Gen_VolEnvRelease
3732, 30	b0,ff	Gen_Attenuation
3733, 29	67,0	Gen_Instrument
3734, 2b	24,32	Gen_KeyRange
3735, 2c	32,41	Gen_VelRange
3736,  8	9,fb	Gen_FilterFc
3737,  9	a,0	Gen_FilterQ
3738,  b	ee,2	Gen_ModEnv2FilterFc
3739, 16	a8,fc	Gen_ModLFOFreq
3740, 18	a8,fc	Gen_VibLFOFreq
3741, 1c	7,9	Gen_ModEnvDecay
3742, 1e	50,fb	Gen_ModEnvRelease
3743, 20	44,0	Gen_Key2ModEnvDecay
3744, 26	31,fd	Gen_VolEnvRelease
3745, 30	c4,ff	Gen_Attenuation
3746, 29	67,0	Gen_Instrument
3747, 2b	24,32	Gen_KeyRange
3748, 2c	42,4f	Gen_VelRange
3749,  8	94,fb	Gen_FilterFc
3750,  b	b0,4	Gen_ModEnv2FilterFc
3751, 16	a8,fc	Gen_ModLFOFreq
3752, 18	a8,fc	Gen_VibLFOFreq
3753, 1c	79,8	Gen_ModEnvDecay
3754, 1e	50,fb	Gen_ModEnvRelease
3755, 20	44,0	Gen_Key2ModEnvDecay
3756, 26	64,fd	Gen_VolEnvRelease
3757, 30	ce,ff	Gen_Attenuation
3758, 29	67,0	Gen_Instrument
3759, 2b	24,32	Gen_KeyRange
3760, 2c	50,5b	Gen_VelRange
3761,  8	14,fc	Gen_FilterFc
3762,  b	a4,6	Gen_ModEnv2FilterFc
3763, 16	a8,fc	Gen_ModLFOFreq
3764, 18	a8,fc	Gen_VibLFOFreq
3765, 1c	6e,7	Gen_ModEnvDecay
3766, 1e	50,fb	Gen_ModEnvRelease
3767, 20	44,0	Gen_Key2ModEnvDecay
3768, 26	97,fd	Gen_VolEnvRelease
3769, 30	d8,ff	Gen_Attenuation
3770, 29	67,0	Gen_Instrument
3771, 2b	24,32	Gen_KeyRange
3772, 2c	5c,65	Gen_VelRange
3773,  8	8c,fc	Gen_FilterFc
3774,  b	98,8	Gen_ModEnv2FilterFc
3775, 16	a8,fc	Gen_ModLFOFreq
3776, 18	a8,fc	Gen_VibLFOFreq
3777, 1c	32,6	Gen_ModEnvDecay
3778, 1e	50,fb	Gen_ModEnvRelease
3779, 20	44,0	Gen_Key2ModEnvDecay
3780, 26	c7,fd	Gen_VolEnvRelease
3781, 30	e2,ff	Gen_Attenuation
3782, 29	67,0	Gen_Instrument
3783, 2b	24,32	Gen_KeyRange
3784, 2c	66,6e	Gen_VelRange
3785,  8	8c,fc	Gen_FilterFc
3786,  b	f0,a	Gen_ModEnv2FilterFc
3787, 16	a8,fc	Gen_ModLFOFreq
3788, 18	a8,fc	Gen_VibLFOFreq
3789, 1c	32,6	Gen_ModEnvDecay
3790, 1e	50,fb	Gen_ModEnvRelease
3791, 20	44,0	Gen_Key2ModEnvDecay
3792, 26	f7,fd	Gen_VolEnvRelease
3793, 30	ec,ff	Gen_Attenuation
3794, 29	67,0	Gen_Instrument
3795, 2b	24,32	Gen_KeyRange
3796, 2c	6f,77	Gen_VelRange
3797,  8	8c,fc	Gen_FilterFc
3798,  b	ac,d	Gen_ModEnv2FilterFc
3799, 16	a8,fc	Gen_ModLFOFreq
3800, 18	a8,fc	Gen_VibLFOFreq
3801, 1c	32,6	Gen_ModEnvDecay
3802, 1e	50,fb	Gen_ModEnvRelease
3803, 20	44,0	Gen_Key2ModEnvDecay
3804, 26	25,fe	Gen_VolEnvRelease
3805, 30	f6,ff	Gen_Attenuation
3806, 29	67,0	Gen_Instrument
3807, 2b	24,32	Gen_KeyRange
3808, 2c	78,7f	Gen_VelRange
3809,  8	8c,fc	Gen_FilterFc
3810,  b	94,11	Gen_ModEnv2FilterFc
3811, 16	a8,fc	Gen_ModLFOFreq
3812, 18	a8,fc	Gen_VibLFOFreq
3813, 1c	32,6	Gen_ModEnvDecay
3814, 1e	50,fb	Gen_ModEnvRelease
3815, 20	44,0	Gen_Key2ModEnvDecay
3816, 26	68,fe	Gen_VolEnvRelease
3817, 30	0,0	Gen_Attenuation
3818, 29	67,0	Gen_Instrument
3819, 2b	33,41	Gen_KeyRange
3820, 2c	0,31	Gen_VelRange
3821,  8	29,4	Gen_FilterFc
3822,  9	14,0	Gen_FilterQ
3823,  b	58,2	Gen_ModEnv2FilterFc
3824, 16	a8,fc	Gen_ModLFOFreq
3825, 18	a8,fc	Gen_VibLFOFreq
3826, 1c	60,9	Gen_ModEnvDecay
3827, 1e	50,fb	Gen_ModEnvRelease
3828, 20	44,0	Gen_Key2ModEnvDecay
3829, 22	0,0	Gen_VolEnvAttack
3830, 26	16,fd	Gen_VolEnvRelease
3831, 30	b0,ff	Gen_Attenuation
3832, 29	67,0	Gen_Instrument
3833, 2b	33,41	Gen_KeyRange
3834, 2c	32,41	Gen_VelRange
3835,  8	72,fb	Gen_FilterFc
3836,  9	a,0	Gen_FilterQ
3837,  b	ee,2	Gen_ModEnv2FilterFc
3838, 16	a8,fc	Gen_ModLFOFreq
3839, 18	a8,fc	Gen_VibLFOFreq
3840, 1c	7,9	Gen_ModEnvDecay
3841, 1e	50,fb	Gen_ModEnvRelease
3842, 20	44,0	Gen_Key2ModEnvDecay
3843, 26	31,fd	Gen_VolEnvRelease
3844, 30	c4,ff	Gen_Attenuation
3845, 29	67,0	Gen_Instrument
3846, 2b	33,41	Gen_KeyRange
3847, 2c	42,4f	Gen_VelRange
3848,  8	d5,fb	Gen_FilterFc
3849,  b	b0,4	Gen_ModEnv2FilterFc
3850, 16	a8,fc	Gen_ModLFOFreq
3851, 18	a8,fc	Gen_VibLFOFreq
3852, 1c	79,8	Gen_ModEnvDecay
3853, 1e	50,fb	Gen_ModEnvRelease
3854, 20	44,0	Gen_Key2ModEnvDecay
3855, 26	64,fd	Gen_VolEnvRelease
3856, 30	ce,ff	Gen_Attenuation
3857, 29	67,0	Gen_Instrument
3858, 2b	33,41	Gen_KeyRange
3859, 2c	50,5b	Gen_VelRange
3860,  8	33,fc	Gen_FilterFc
3861,  b	a4,6	Gen_ModEnv2FilterFc
3862, 16	a8,fc	Gen_ModLFOFreq
3863, 18	a8,fc	Gen_VibLFOFreq
3864, 1c	6e,7	Gen_ModEnvDecay
3865, 1e	50,fb	Gen_ModEnvRelease
3866, 20	44,0	Gen_Key2ModEnvDecay
3867, 26	97,fd	Gen_VolEnvRelease
3868, 30	d8,ff	Gen_Attenuation
3869, 29	67,0	Gen_Instrument
3870, 2b	33,41	Gen_KeyRange
3871, 2c	5c,65	Gen_VelRange
3872,  8	8c,fc	Gen_FilterFc
3873,  b	98,8	Gen_ModEnv2FilterFc
3874, 16	a8,fc	Gen_ModLFOFreq
3875, 18	a8,fc	Gen_VibLFOFreq
3876, 1c	32,6	Gen_ModEnvDecay
3877, 1e	50,fb	Gen_ModEnvRelease
3878, 20	44,0	Gen_Key2ModEnvDecay
3879, 26	c7,fd	Gen_VolEnvRelease
3880, 30	e2,ff	Gen_Attenuation
3881, 29	67,0	Gen_Instrument
3882, 2b	33,41	Gen_KeyRange
3883, 2c	66,6e	Gen_VelRange
3884,  8	8c,fc	Gen_FilterFc
3885,  b	f0,a	Gen_ModEnv2FilterFc
3886, 16	a8,fc	Gen_ModLFOFreq
3887, 18	a8,fc	Gen_VibLFOFreq
3888, 1c	32,6	Gen_ModEnvDecay
3889, 1e	50,fb	Gen_ModEnvRelease
3890, 20	44,0	Gen_Key2ModEnvDecay
3891, 26	f7,fd	Gen_VolEnvRelease
3892, 30	ec,ff	Gen_Attenuation
3893, 29	67,0	Gen_Instrument
3894, 2b	33,41	Gen_KeyRange
3895, 2c	6f,77	Gen_VelRange
3896,  8	8c,fc	Gen_FilterFc
3897,  b	ac,d	Gen_ModEnv2FilterFc
3898, 16	a8,fc	Gen_ModLFOFreq
3899, 18	a8,fc	Gen_VibLFOFreq
3900, 1c	32,6	Gen_ModEnvDecay
3901, 1e	50,fb	Gen_ModEnvRelease
3902, 20	44,0	Gen_Key2ModEnvDecay
3903, 26	25,fe	Gen_VolEnvRelease
3904, 30	f6,ff	Gen_Attenuation
3905, 29	67,0	Gen_Instrument
3906, 2b	33,41	Gen_KeyRange
3907, 2c	78,7f	Gen_VelRange
3908,  8	8c,fc	Gen_FilterFc
3909,  b	94,11	Gen_ModEnv2FilterFc
3910, 16	a8,fc	Gen_ModLFOFreq
3911, 18	a8,fc	Gen_VibLFOFreq
3912, 1c	32,6	Gen_ModEnvDecay
3913, 1e	50,fb	Gen_ModEnvRelease
3914, 20	44,0	Gen_Key2ModEnvDecay
3915, 26	68,fe	Gen_VolEnvRelease
3916, 30	0,0	Gen_Attenuation
3917, 29	67,0	Gen_Instrument
3918, 2b	42,50	Gen_KeyRange
3919, 2c	0,31	Gen_VelRange
3920,  8	b0,4	Gen_FilterFc
3921,  9	14,0	Gen_FilterQ
3922,  b	58,2	Gen_ModEnv2FilterFc
3923, 16	a8,fc	Gen_ModLFOFreq
3924, 18	a8,fc	Gen_VibLFOFreq
3925, 1c	60,9	Gen_ModEnvDecay
3926, 1e	50,fb	Gen_ModEnvRelease
3927, 20	44,0	Gen_Key2ModEnvDecay
3928, 22	0,0	Gen_VolEnvAttack
3929, 26	16,fd	Gen_VolEnvRelease
3930, 30	b0,ff	Gen_Attenuation
3931, 29	67,0	Gen_Instrument
3932, 2b	42,50	Gen_KeyRange
3933, 2c	32,41	Gen_VelRange
3934,  8	d5,fb	Gen_FilterFc
3935,  9	a,0	Gen_FilterQ
3936,  b	ee,2	Gen_ModEnv2FilterFc
3937, 16	a8,fc	Gen_ModLFOFreq
3938, 18	a8,fc	Gen_VibLFOFreq
3939, 1c	7,9	Gen_ModEnvDecay
3940, 1e	50,fb	Gen_ModEnvRelease
3941, 20	44,0	Gen_Key2ModEnvDecay
3942, 26	31,fd	Gen_VolEnvRelease
3943, 30	c4,ff	Gen_Attenuation
3944, 29	67,0	Gen_Instrument
3945, 2b	42,50	Gen_KeyRange
3946, 2c	42,4f	Gen_VelRange
3947,  8	14,fc	Gen_FilterFc
3948,  b	b0,4	Gen_ModEnv2FilterFc
3949, 16	a8,fc	Gen_ModLFOFreq
3950, 18	a8,fc	Gen_VibLFOFreq
3951, 1c	79,8	Gen_ModEnvDecay
3952, 1e	50,fb	Gen_ModEnvRelease
3953, 20	44,0	Gen_Key2ModEnvDecay
3954, 26	64,fd	Gen_VolEnvRelease
3955, 30	ce,ff	Gen_Attenuation
3956, 29	67,0	Gen_Instrument
3957, 2b	42,50	Gen_KeyRange
3958, 2c	50,5b	Gen_VelRange
3959,  8	51,fc	Gen_FilterFc
3960,  b	a4,6	Gen_ModEnv2FilterFc
3961, 16	a8,fc	Gen_ModLFOFreq
3962, 18	a8,fc	Gen_VibLFOFreq
3963, 1c	6e,7	Gen_ModEnvDecay
3964, 1e	50,fb	Gen_ModEnvRelease
3965, 20	44,0	Gen_Key2ModEnvDecay
3966, 26	97,fd	Gen_VolEnvRelease
3967, 30	d8,ff	Gen_Attenuation
3968, 29	67,0	Gen_Instrument
3969, 2b	42,50	Gen_KeyRange
3970, 2c	5c,65	Gen_VelRange
3971,  8	8c,fc	Gen_FilterFc
3972,  b	98,8	Gen_ModEnv2FilterFc
3973, 16	a8,fc	Gen_ModLFOFreq
3974, 18	a8,fc	Gen_VibLFOFreq
3975, 1c	32,6	Gen_ModEnvDecay
3976, 1e	50,fb	Gen_ModEnvRelease
3977, 20	44,0	Gen_Key2ModEnvDecay
3978, 26	c7,fd	Gen_VolEnvRelease
3979, 30	e2,ff	Gen_Attenuation
3980, 29	67,0	Gen_Instrument
3981, 2b	42,50	Gen_KeyRange
3982, 2c	66,6e	Gen_VelRange
3983,  8	8c,fc	Gen_FilterFc
3984,  b	f0,a	Gen_ModEnv2FilterFc
3985, 16	a8,fc	Gen_ModLFOFreq
3986, 18	a8,fc	Gen_VibLFOFreq
3987, 1c	32,6	Gen_ModEnvDecay
3988, 1e	50,fb	Gen_ModEnvRelease
3989, 20	44,0	Gen_Key2ModEnvDecay
3990, 26	f7,fd	Gen_VolEnvRelease
3991, 30	ec,ff	Gen_Attenuation
3992, 29	67,0	Gen_Instrument
3993, 2b	42,50	Gen_KeyRange
3994, 2c	6f,77	Gen_VelRange
3995,  8	8c,fc	Gen_FilterFc
3996,  b	ac,d	Gen_ModEnv2FilterFc
3997, 16	a8,fc	Gen_ModLFOFreq
3998, 18	a8,fc	Gen_VibLFOFreq
3999, 1c	32,6	Gen_ModEnvDecay
4000, 1e	50,fb	Gen_ModEnvRelease
4001, 20	44,0	Gen_Key2ModEnvDecay
4002, 26	25,fe	Gen_VolEnvRelease
4003, 30	f6,ff	Gen_Attenuation
4004, 29	67,0	Gen_Instrument
4005, 2b	42,50	Gen_KeyRange
4006, 2c	78,7f	Gen_VelRange
4007,  8	8c,fc	Gen_FilterFc
4008,  b	94,11	Gen_ModEnv2FilterFc
4009, 16	a8,fc	Gen_ModLFOFreq
4010, 18	a8,fc	Gen_VibLFOFreq
4011, 1c	32,6	Gen_ModEnvDecay
4012, 1e	50,fb	Gen_ModEnvRelease
4013, 20	44,0	Gen_Key2ModEnvDecay
4014, 26	68,fe	Gen_VolEnvRelease
4015, 30	0,0	Gen_Attenuation
4016, 29	67,0	Gen_Instrument
4017, 2b	51,57	Gen_KeyRange
4018, 2c	0,31	Gen_VelRange
4019,  8	2d,5	Gen_FilterFc
4020,  9	1e,0	Gen_FilterQ
4021,  b	58,2	Gen_ModEnv2FilterFc
4022, 16	a8,fc	Gen_ModLFOFreq
4023, 18	a8,fc	Gen_VibLFOFreq
4024, 1c	60,9	Gen_ModEnvDecay
4025, 1e	50,fb	Gen_ModEnvRelease
4026, 20	44,0	Gen_Key2ModEnvDecay
4027, 22	0,0	Gen_VolEnvAttack
4028, 26	16,fd	Gen_VolEnvRelease
4029, 30	b0,ff	Gen_Attenuation
4030, 29	67,0	Gen_Instrument
4031, 2b	51,57	Gen_KeyRange
4032, 2c	32,41	Gen_VelRange
4033,  8	33,fc	Gen_FilterFc
4034,  9	14,0	Gen_FilterQ
4035,  b	ee,2	Gen_ModEnv2FilterFc
4036, 16	a8,fc	Gen_ModLFOFreq
4037, 18	a8,fc	Gen_VibLFOFreq
4038, 1c	7,9	Gen_ModEnvDecay
4039, 1e	50,fb	Gen_ModEnvRelease
4040, 20	44,0	Gen_Key2ModEnvDecay
4041, 26	31,fd	Gen_VolEnvRelease
4042, 30	c4,ff	Gen_Attenuation
4043, 29	67,0	Gen_Instrument
4044, 2b	51,57	Gen_KeyRange
4045, 2c	42,4f	Gen_VelRange
4046,  8	51,fc	Gen_FilterFc
4047,  9	a,0	Gen_FilterQ
4048,  b	b0,4	Gen_ModEnv2FilterFc
4049, 16	a8,fc	Gen_ModLFOFreq
4050, 18	a8,fc	Gen_VibLFOFreq
4051, 1c	79,8	Gen_ModEnvDecay
4052, 1e	50,fb	Gen_ModEnvRelease
4053, 20	44,0	Gen_Key2ModEnvDecay
4054, 26	64,fd	Gen_VolEnvRelease
4055, 30	ce,ff	Gen_Attenuation
4056, 29	67,0	Gen_Instrument
4057, 2b	51,57	Gen_KeyRange
4058, 2c	50,5b	Gen_VelRange
4059,  8	6f,fc	Gen_FilterFc
4060,  b	a4,6	Gen_ModEnv2FilterFc
4061, 16	a8,fc	Gen_ModLFOFreq
4062, 18	a8,fc	Gen_VibLFOFreq
4063, 1c	6e,7	Gen_ModEnvDecay
4064, 1e	50,fb	Gen_ModEnvRelease
4065, 20	44,0	Gen_Key2ModEnvDecay
4066, 26	97,fd	Gen_VolEnvRelease
4067, 30	d8,ff	Gen_Attenuation
4068, 29	67,0	Gen_Instrument
4069, 2b	51,57	Gen_KeyRange
4070, 2c	5c,65	Gen_VelRange
4071,  8	8c,fc	Gen_FilterFc
4072,  b	98,8	Gen_ModEnv2FilterFc
4073, 16	a8,fc	Gen_ModLFOFreq
4074, 18	a8,fc	Gen_VibLFOFreq
4075, 1c	32,6	Gen_ModEnvDecay
4076, 1e	50,fb	Gen_ModEnvRelease
4077, 20	44,0	Gen_Key2ModEnvDecay
4078, 26	c7,fd	Gen_VolEnvRelease
4079, 30	e2,ff	Gen_Attenuation
4080, 29	67,0	Gen_Instrument
4081, 2b	51,57	Gen_KeyRange
4082, 2c	66,6e	Gen_VelRange
4083,  8	8c,fc	Gen_FilterFc
4084,  b	8c,a	Gen_ModEnv2FilterFc
4085, 16	a8,fc	Gen_ModLFOFreq
4086, 18	a8,fc	Gen_VibLFOFreq
4087, 1c	32,6	Gen_ModEnvDecay
4088, 1e	50,fb	Gen_ModEnvRelease
4089, 20	44,0	Gen_Key2ModEnvDecay
4090, 26	f7,fd	Gen_VolEnvRelease
4091, 30	ec,ff	Gen_Attenuation
4092, 29	67,0	Gen_Instrument
4093, 2b	51,57	Gen_KeyRange
4094, 2c	6f,77	Gen_VelRange
4095,  8	8c,fc	Gen_FilterFc
4096,  b	b8,b	Gen_ModEnv2FilterFc
4097, 16	a8,fc	Gen_ModLFOFreq
4098, 18	a8,fc	Gen_VibLFOFreq
4099, 1c	32,6	Gen_ModEnvDecay
4100, 1e	50,fb	Gen_ModEnvRelease
4101, 20	44,0	Gen_Key2ModEnvDecay
4102, 26	25,fe	Gen_VolEnvRelease
4103, 30	f6,ff	Gen_Attenuation
4104, 29	67,0	Gen_Instrument
4105, 2b	51,57	Gen_KeyRange
4106, 2c	78,7f	Gen_VelRange
4107,  8	8c,fc	Gen_FilterFc
4108,  b	e4,c	Gen_ModEnv2FilterFc
4109, 16	a8,fc	Gen_ModLFOFreq
4110, 18	a8,fc	Gen_VibLFOFreq
4111, 1c	32,6	Gen_ModEnvDecay
4112, 1e	50,fb	Gen_ModEnvRelease
4113, 20	44,0	Gen_Key2ModEnvDecay
4114, 26	68,fe	Gen_VolEnvRelease
4115, 30	0,0	Gen_Attenuation
4116, 29	67,0	Gen_Instrument
4117, 2b	58,7f	Gen_KeyRange
4118, 2c	0,31	Gen_VelRange
4119,  8	9a,5	Gen_FilterFc
4120,  9	28,0	Gen_FilterQ
4121,  b	58,2	Gen_ModEnv2FilterFc
4122, 16	a8,fc	Gen_ModLFOFreq
4123, 18	a8,fc	Gen_VibLFOFreq
4124, 1c	60,9	Gen_ModEnvDecay
4125, 1e	50,fb	Gen_ModEnvRelease
4126, 20	44,0	Gen_Key2ModEnvDecay
4127, 22	0,0	Gen_VolEnvAttack
4128, 26	16,fd	Gen_VolEnvRelease
4129, 30	b0,ff	Gen_Attenuation
4130, 29	67,0	Gen_Instrument
4131, 2b	58,7f	Gen_KeyRange
4132, 2c	32,41	Gen_VelRange
4133,  8	8c,fc	Gen_FilterFc
4134,  9	19,0	Gen_FilterQ
4135,  b	ee,2	Gen_ModEnv2FilterFc
4136, 16	a8,fc	Gen_ModLFOFreq
4137, 18	a8,fc	Gen_VibLFOFreq
4138, 1c	7,9	Gen_ModEnvDecay
4139, 1e	50,fb	Gen_ModEnvRelease
4140, 20	44,0	Gen_Key2ModEnvDecay
4141, 26	16,fd	Gen_VolEnvRelease
4142, 30	c4,ff	Gen_Attenuation
4143, 29	67,0	Gen_Instrument
4144, 2b	58,7f	Gen_KeyRange
4145, 2c	42,4f	Gen_VelRange
4146,  8	8c,fc	Gen_FilterFc
4147,  9	c,0	Gen_FilterQ
4148,  b	b0,4	Gen_ModEnv2FilterFc
4149, 16	a8,fc	Gen_ModLFOFreq
4150, 18	a8,fc	Gen_VibLFOFreq
4151, 1c	79,8	Gen_ModEnvDecay
4152, 1e	50,fb	Gen_ModEnvRelease
4153, 20	44,0	Gen_Key2ModEnvDecay
4154, 26	16,fd	Gen_VolEnvRelease
4155, 30	ce,ff	Gen_Attenuation
4156, 29	67,0	Gen_Instrument
4157, 2b	58,7f	Gen_KeyRange
4158, 2c	50,5b	Gen_VelRange
4159,  8	8c,fc	Gen_FilterFc
4160,  b	a4,6	Gen_ModEnv2FilterFc
4161, 16	a8,fc	Gen_ModLFOFreq
4162, 18	a8,fc	Gen_VibLFOFreq
4163, 1c	6e,7	Gen_ModEnvDecay
4164, 1e	50,fb	Gen_ModEnvRelease
4165, 20	44,0	Gen_Key2ModEnvDecay
4166, 26	16,fd	Gen_VolEnvRelease
4167, 30	d8,ff	Gen_Attenuation
4168, 29	67,0	Gen_Instrument
4169, 2b	58,7f	Gen_KeyRange
4170, 2c	5c,65	Gen_VelRange
4171,  8	8c,fc	Gen_FilterFc
4172,  b	98,8	Gen_ModEnv2FilterFc
4173, 16	a8,fc	Gen_ModLFOFreq
4174, 18	a8,fc	Gen_VibLFOFreq
4175, 1c	32,6	Gen_ModEnvDecay
4176, 1e	50,fb	Gen_ModEnvRelease
4177, 20	44,0	Gen_Key2ModEnvDecay
4178, 26	16,fd	Gen_VolEnvRelease
4179, 30	e2,ff	Gen_Attenuation
4180, 29	67,0	Gen_Instrument
4181, 2b	58,7f	Gen_KeyRange
4182, 2c	66,6e	Gen_VelRange
4183,  8	8c,fc	Gen_FilterFc
4184,  b	f0,a	Gen_ModEnv2FilterFc
4185, 16	a8,fc	Gen_ModLFOFreq
4186, 18	a8,fc	Gen_VibLFOFreq
4187, 1c	32,6	Gen_ModEnvDecay
4188, 1e	50,fb	Gen_ModEnvRelease
4189, 20	44,0	Gen_Key2ModEnvDecay
4190, 26	16,fd	Gen_VolEnvRelease
4191, 30	ec,ff	Gen_Attenuation
4192, 29	67,0	Gen_Instrument
4193, 2b	58,7f	Gen_KeyRange
4194, 2c	6f,77	Gen_VelRange
4195,  8	8c,fc	Gen_FilterFc
4196,  b	ac,d	Gen_ModEnv2FilterFc
4197, 16	a8,fc	Gen_ModLFOFreq
4198, 18	a8,fc	Gen_VibLFOFreq
4199, 1c	32,6	Gen_ModEnvDecay
4200, 1e	50,fb	Gen_ModEnvRelease
4201, 20	44,0	Gen_Key2ModEnvDecay
4202, 26	16,fd	Gen_VolEnvRelease
4203, 30	f6,ff	Gen_Attenuation
4204, 29	67,0	Gen_Instrument
4205, 2b	58,7f	Gen_KeyRange
4206, 2c	78,7f	Gen_VelRange
4207,  8	8c,fc	Gen_FilterFc
4208,  b	94,11	Gen_ModEnv2FilterFc
4209, 16	a8,fc	Gen_ModLFOFreq
4210, 18	a8,fc	Gen_VibLFOFreq
4211, 1c	32,6	Gen_ModEnvDecay
4212, 1e	50,fb	Gen_ModEnvRelease
4213, 20	44,0	Gen_Key2ModEnvDecay
4214, 26	16,fd	Gen_VolEnvRelease
4215, 30	0,0	Gen_Attenuation
4216, 29	67,0	Gen_Instrument
4217,  f	96,0	Gen_ChorusSend
4218, 10	46,0	Gen_ReverbSend
4219, 15	db,e0	Gen_ModLFODelay
4220, 17	db,e0	Gen_VibLFODelay
4221, 19	db,e0	Gen_ModEnvDelay
4222, 1a	db,e0	Gen_ModEnvAttack
4223, 1b	db,e0	Gen_ModEnvHold
4224, 1c	0,0	Gen_ModEnvDecay
4225, 1d	20,3	Gen_ModEnvSustain
4226, 1e	50,fb	Gen_ModEnvRelease
4227, 21	db,e0	Gen_VolEnvDelay
4228, 22	db,e0	Gen_VolEnvAttack
4229, 23	0,0	Gen_VolEnvHold
4230, 24	63,3	Gen_VolEnvDecay
4231, 25	c0,3	Gen_VolEnvSustain
4232, 26	50,fb	Gen_VolEnvRelease
4233, 2c	79,7f	Gen_VelRange
4234,  8	f2,18	Gen_FilterFc
4235,  f	dc,0	Gen_ChorusSend
4236, 11	78,0	Gen_Pan
4237, 24	0,0	Gen_VolEnvDecay
4238, 30	0,0	Gen_Attenuation
4239, 34	7,0	Gen_FineTune
4240, 29	63,0	Gen_Instrument
4241, 2c	72,78	Gen_VelRange
4242,  8	f2,18	Gen_FilterFc
4243,  f	dc,0	Gen_ChorusSend
4244, 11	78,0	Gen_Pan
4245, 24	0,0	Gen_VolEnvDecay
4246, 30	32,0	Gen_Attenuation
4247, 34	7,0	Gen_FineTune
