
0	0	0
1	80	0
2	160	0
3	256	0
4	352	0
5	448	0
6	544	0
7	640	0
8	736	0
9	832	0
10	928	0
11	992	16
12	1088	16
13	1184	16
14	1280	16
15	1376	16
16	1472	16
17	1568	16
18	1664	16
19	1760	16
20	1856	16
21	1920	32
22	2096	48
23	2256	64
24	2272	96
25	2480	96
26	2592	96
27	2608	128
28	2816	128
29	2928	128
30	2944	128
31	2960	128
32	3056	128
33	3072	128
34	3168	128
35	3280	128
36	3328	128
37	3408	128
38	3504	128
39	3632	128
40	3760	128
41	3824	128
42	3888	128
43	3984	128
44	4048	128
45	17	128
46	81	128
47	209	128
48	321	128
49	401	128
50	497	128
51	577	128
52	657	128
53	737	128
54	993	128
55	1249	128
56	1505	128
57	1585	128
58	1681	128
59	1729	128
60	1841	128
61	1953	128
62	2065	128
63	2193	128
64	2321	128
65	2417	144
66	2497	144
67	2545	160
68	2657	160
69	2769	160
70	2881	160
71	2993	160
72	3073	160
73	3121	160
74	3137	160
75	3217	160
76	3281	176
77	3345	176
78	3441	176
79	3553	176
80	3665	176
81	3761	176
82	3873	176
83	3985	176
84	4049	176
85	34	176
86	114	176
87	210	176
88	306	176
89	418	176
90	498	176
91	562	176
92	642	176
93	722	176
94	818	176
95	914	176
96	1026	176
97	1106	176
98	1170	176
99	1202	176
100	1234	176
101	1266	176
102	1298	176
103	1362	176
104	1442	176
105	1474	176
106	1522	176
107	1554	176
108	1650	176
109	1698	176
110	1762	176
111	1778	176
112	1810	176
113	1826	176
114	1842	176
115	1858	176
116	1906	176
117	1954	176
118	1986	176
119	2018	176
120	2050	176
121	2082	176
122	2098	176
123	2194	176
124	2306	176
125	2418	176
126	2514	176
127	2626	176
128	2738	176
129	2802	176
130	2882	176
131	2962	176
132	3058	176
133	3154	176
134	3266	176
135	3346	176
136	3410	176
137	3490	176
138	3570	176
139	3666	176
140	3762	176
141	3874	176
142	3954	176
143	4002	176
144	4018	176
145	4034	176
146	4082	176
147	3	176
148	19	176
149	67	176
150	99	176
151	131	176
152	211	176
153	275	176
154	355	176
155	403	176
156	499	176
157	595	176
158	691	176
159	787	176
160	803	176
161	851	176
162	899	176
163	931	176
164	963	176
165	995	176
166	1027	176
167	1043	176
168	1139	176
169	1251	176
170	1363	176
171	1459	176
172	1571	176
173	1683	176
174	1731	176
175	1827	176
176	1923	176
177	2019	176
178	2115	176
179	2179	176
180	2259	176
181	2339	176
182	2435	176
183	2531	176
184	2643	176
185	2723	176
186	2787	176
187	2867	176
188	2947	176
189	3043	176
190	3139	176
191	3251	176
192	3331	176
193	3379	176
194	3395	176
195	3411	176
196	3427	176
197	3475	176
198	3491	176
199	3507	176
200	3555	176
201	3587	176
202	3635	176
203	3683	176
204	3731	176
205	3747	176
206	3795	176
207	3843	176
208	3875	176
209	3907	176
210	3939	176
211	3971	176
212	3987	176
213	4083	176
214	100	176
215	212	176
216	308	176
217	420	176
218	532	176
219	596	176
220	676	176
221	756	176
222	852	176
223	948	176
224	1060	176
225	1140	176
226	1204	176
227	1284	176
228	1364	176
229	1460	176
230	1556	176
231	1668	176
232	1748	176
233	1828	176
234	1844	176
235	1876	176
236	1892	176
237	1908	176
238	1940	176
239	2004	176
240	2068	176
241	2132	176
242	2196	176
243	2260	176
244	2324	176
245	2340	176
246	2388	176
247	2516	176
248	2548	176
249	2660	176
250	2676	176
251	2708	176
252	2724	176
253	2740	176
254	2756	176
255	2772	176
256	2804	176
257	2852	176
258	2884	176
259	2916	176
260	3012	176
261	3124	176
262	3236	176
263	3332	176
264	3444	176
265	3556	176
266	3620	176
267	3700	176
268	3780	176
269	3876	176
270	3972	176
271	4084	176
272	69	176
273	133	176
274	213	176
275	293	176
276	389	176
277	485	176
278	597	176
279	677	176
